id,provider,provider_id,lon,lat
1000529,1,01477082,-75.1991667,39.70666667
1000530,1,01477083,-75.2,39.70666667
1000531,1,01477106,-75.2108333,39.73
1000532,1,01477107,-75.2111111,39.7297222
1000533,1,0134277112,-74.8618333,43.53380556
1000534,1,0134277123,-74.8148611,43.5115
1000535,1,01374848,-73.7225556,41.3513333
1000536,1,01526960,-77.41054019,42.53951307
1000537,1,03013086,-79.263935,42.21672485
1000538,1,0423795635,-76.1507589,42.8750669
1000539,1,04253272,-74.92600528,43.69728946
1000540,1,04254372,-74.92600528,43.69728946
1000541,1,020850391960,-78.9742222,36.04175
1000542,1,0345638607,-82.7562396,35.4053876
1000543,1,360542078552201,-78.92275,36.0950833
1000544,1,03238790,-84.3807728,39.0706168
1000545,1,03241850,-84.148827,39.71311478
1000546,1,04207110,-81.4795597,41.32505516
1000547,1,14211624,-122.6550946,45.46539678
1000548,1,01479677,-75.7282712,39.848720899999996
1000549,1,01479678,-75.7277156,39.84899868
1000550,1,01541307,-78.5627778,40.46277778
1000551,1,0157156209,-76.4549578,40.6289769
1000552,1,030728595,-80.3158333,39.86555556
1000553,1,03111145,-80.43313889,40.17080556
1000554,1,03468203,-83.4137785,36.01786926
1000555,1,03537200,-84.29853389,35.9175776
1000556,1,03582539,-86.5599954,35.3147995
1000557,1,07299575,-100.0562417,34.3951861
1000558,1,08080957,-100.6448387,33.17787275
1000559,1,08098275,-96.8866667,31.4561111
1000560,1,08155330,-97.8061175,30.2590969
1000561,1,08212320,-98.6183486,27.78474494
1000562,1,01654929,-77.2081111,38.7563333
1000563,1,12072545,-122.6043033,47.546207
1000564,1,464750121402300,-121.6742592,46.797054
1000565,1,03155520,-81.22400259,39.2292435
1000566,1,390349080241101,-80.402867,39.06370538
1000567,1,392929077484501,-77.8126167,39.49129167
1000568,1,040854588304,-87.8621,43.8616
1000569,1,06381500,-105.0005262,42.9666338
1000570,1,16949800,-170.7067722,-14.28810556
1000571,1,08478800,-107.6733472,31.94308056
1000572,1,01630581,-78.3675,38.70416667
1000573,1,14353435,-122.7097538,42.0904113
1000574,1,0166236052,-78.29,38.74466667
1000575,1,01630154,-78.3430556,38.63138889
1000576,1,01630171,-78.3466667,38.62944444
1000577,1,422005076375201,-76.6309722,42.3346111
1000578,1,0208455143,-76.6954839,35.2890586
1000579,1,333320111583100,-111.9759798,33.55559787
1000580,1,360615078532301,-78.8896944,36.10416667
1000581,1,0208528420,-78.8250062,36.09486646
1000582,1,0165399585,-77.2380111,38.824825
1000583,1,0166236055,-78.2897778,38.74430556
1000584,1,0208739670,-78.5005556,35.71944444
1000585,1,03167600,-80.6950703,36.66679735
1000586,1,0242317225,-86.5066512,33.66065734
1000587,1,15109043,-134.6634501,58.2818907
1000588,1,333122111594200,-111.9957024,33.5228205
1000589,1,07047880,-90.7006664,35.37647386
1000590,1,07263559,-92.431267,34.7534252
1000591,1,10255230,-116.0452922,32.7206158
1000592,1,10264502,-118.0003464,34.52610367
1000593,1,11433430,-120.9638303,38.9215654
